participant_uid,participant_index,trial_number,pattern_id,success,source,action,timestamp,op_fn,operation_text,pattern_key,pattern_json,favorite_id,helper_id
P_1769024040967_evnpep8tk,1,1,1,1,previewActions,confirm,1769024408875,,,,,,
P_1769024040967_evnpep8tk,1,1,1,1,previewActions,confirm,1769024418883,,,,,,
P_1769024040967_evnpep8tk,1,1,1,1,previewActions,confirm,1769024456273,,,,,,
P_1769024040967_evnpep8tk,1,1,1,1,previewActions,confirm,1769024513971,,,,,,
P_1769024040967_evnpep8tk,1,2,2,1,favoriteActions,use,1769024542512,add,"add(•, 1)",pat_c8831b8bf05db690,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769024410181_113,H2
P_1769024040967_evnpep8tk,1,2,2,1,favoriteActions,use,1769024544878,add,"add(3, •)",pat_07036ac7784e9183,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]",fav_1769024458948_710,H4
P_1769024040967_evnpep8tk,1,2,2,1,favoriteActions,use,1769024549670,add,"add(•, 1)",pat_c8831b8bf05db690,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769024410181_113,H2
P_1769024040967_evnpep8tk,1,2,2,1,favoriteActions,use,1769024550290,add,"add(3, •)",pat_07036ac7784e9183,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]",fav_1769024458948_710,H4
P_1769024040967_evnpep8tk,1,2,2,1,favoriteActions,add,1769024553058,add,"add(•, •)",pat_91d6789c67994948,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]",fav_1769024553058_120,H5
P_1769024040967_evnpep8tk,1,2,2,1,favoriteActions,use,1769024558933,add,"add(•, •)",pat_91d6789c67994948,"[[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0],[0,0,0,0,1,1,0,0,0,0]]",fav_1769024553058_120,H5
P_1769024040967_evnpep8tk,1,2,2,1,favoriteActions,add,1769024563449,add,"add(•, 1)",pat_6df80d53c7b86d28,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]",fav_1769024563449_767,H6
P_1769024040967_evnpep8tk,1,2,2,1,previewActions,confirm,1769024551787,,,,,,
P_1769024040967_evnpep8tk,1,2,2,1,previewActions,confirm,1769024562073,,,,,,
P_1769024040967_evnpep8tk,1,3,3,1,favoriteActions,use,1769024574063,add,"add(•, 1)",pat_6df80d53c7b86d28,"[[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1],[1,1,1,1,1,1,1,1,1,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,0,0,0,1,1,0,0,0,1],[1,1,1,1,1,1,1,1,1,1]]",fav_1769024563449_767,H6
P_1769024040967_evnpep8tk,1,3,3,1,favoriteActions,add,1769024578293,invert,invert(•),pat_11bdb1f958506e23,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,1,1,1,0,0,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769024578293_908,H7
P_1769024040967_evnpep8tk,1,3,3,1,previewActions,confirm,1769024576750,,,,,,
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,add,1769024687317,reflect_vertical,reflect_vertical(•),pat_0262d2f9d0769abf,"[[0,0,0,0,0,0,0,0,0,1],[0,0,0,0,0,0,0,0,1,0],[0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0],[0,1,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0]]",fav_1769024687316_732,H8
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,add,1769024689456,invert,invert(•),pat_6135e7f3a3efb0a5,"[[0,1,1,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,1,1,0]]",fav_1769024689455_728,H9
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024698939,reflect_vertical,reflect_vertical(•),pat_0262d2f9d0769abf,"[[0,0,0,0,0,0,0,0,0,1],[0,0,0,0,0,0,0,0,1,0],[0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0],[0,1,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0]]",fav_1769024687316_732,H8
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,add,1769024704070,invert,invert(•),pat_cb2f569bb4c7d74c,"[[1,1,1,1,1,1,1,1,1,0],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1]]",fav_1769024704070_964,H10
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024706542,invert,invert(•),pat_6135e7f3a3efb0a5,"[[0,1,1,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,1,1,0]]",fav_1769024689455_728,H9
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024707141,invert,invert(•),pat_cb2f569bb4c7d74c,"[[1,1,1,1,1,1,1,1,1,0],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1]]",fav_1769024704070_964,H10
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024708710,invert,invert(•),pat_6135e7f3a3efb0a5,"[[0,1,1,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,1,1,0]]",fav_1769024689455_728,H9
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024709733,invert,invert(•),pat_cb2f569bb4c7d74c,"[[1,1,1,1,1,1,1,1,1,0],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1]]",fav_1769024704070_964,H10
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024714885,reflect_vertical,reflect_vertical(•),pat_0262d2f9d0769abf,"[[0,0,0,0,0,0,0,0,0,1],[0,0,0,0,0,0,0,0,1,0],[0,0,0,0,0,0,0,1,0,0],[0,0,0,0,0,0,1,0,0,0],[0,0,0,0,0,1,0,0,0,0],[0,0,0,0,1,0,0,0,0,0],[0,0,0,1,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0],[0,1,0,0,0,0,0,0,0,0],[1,0,0,0,0,0,0,0,0,0]]",fav_1769024687316_732,H8
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024716100,invert,invert(•),pat_cb2f569bb4c7d74c,"[[1,1,1,1,1,1,1,1,1,0],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1]]",fav_1769024704070_964,H10
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024716786,invert,invert(•),pat_6135e7f3a3efb0a5,"[[0,1,1,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,1,1,0]]",fav_1769024689455_728,H9
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024719817,invert,invert(•),pat_6135e7f3a3efb0a5,"[[0,1,1,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,1,1,0]]",fav_1769024689455_728,H9
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024724116,invert,invert(•),pat_6135e7f3a3efb0a5,"[[0,1,1,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,1,1,0]]",fav_1769024689455_728,H9
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024724735,invert,invert(•),pat_cb2f569bb4c7d74c,"[[1,1,1,1,1,1,1,1,1,0],[1,1,1,1,1,1,1,1,0,1],[1,1,1,1,1,1,1,0,1,1],[1,1,1,1,1,1,0,1,1,1],[1,1,1,1,1,0,1,1,1,1],[1,1,1,1,0,1,1,1,1,1],[1,1,1,0,1,1,1,1,1,1],[1,1,0,1,1,1,1,1,1,1],[1,0,1,1,1,1,1,1,1,1],[0,1,1,1,1,1,1,1,1,1]]",fav_1769024704070_964,H10
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,add,1769024730821,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024757756,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024775016,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024780004,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024782620,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024813521,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024819341,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,add,1769024835649,invert,invert(•),pat_47865e4c5776e3ec,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769024835649_217,H12
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024838591,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024842967,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024846850,invert,invert(•),pat_47865e4c5776e3ec,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769024835649_217,H12
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024853058,overlap,"overlap(1, 3)",pat_48e0827bff6a9bb1,"[[0,1,1,1,1,1,1,1,1,0],[1,0,1,1,1,1,1,1,0,1],[1,1,0,1,1,1,1,0,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,1,0,0,1,1,1,1],[1,1,1,0,1,1,0,1,1,1],[1,1,0,1,1,1,1,0,1,1],[1,0,1,1,1,1,1,1,0,1],[0,1,1,1,1,1,1,1,1,0]]",fav_1769024730821_209,H11
P_1769024040967_evnpep8tk,1,4,4,1,favoriteActions,use,1769024853945,invert,invert(•),pat_47865e4c5776e3ec,"[[0,0,0,0,0,0,0,0,0,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,1,1,1,1,1,1,1,1,0],[0,0,0,0,0,0,0,0,0,0]]",fav_1769024835649_217,H12
